               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.031607,            0.015071,            0.062608,             0.52346,             0.53578,             0.56607,             0.39772,            0.020416,           0.0059852,            0.033803,            0.006238,            0.006238,            0.006238
                  40,            0.032491,            0.014504,             0.06336,             0.52512,             0.54568,             0.57139,             0.39169,            0.020817,           0.0058462,            0.033123,            0.006139,            0.006139,            0.006139
                  41,            0.033967,            0.014533,            0.061287,             0.53333,              0.5507,             0.57231,              0.4006,             0.02158,           0.0057662,            0.032874,             0.00604,             0.00604,             0.00604
                  42,            0.032824,            0.014691,            0.059107,             0.58238,             0.58517,             0.62885,             0.44599,            0.019389,           0.0057012,             0.03128,            0.005941,            0.005941,            0.005941
                  43,            0.031993,            0.014571,            0.056928,             0.53437,             0.59134,              0.6279,             0.44123,            0.020286,           0.0057586,            0.030718,            0.005842,            0.005842,            0.005842
                  44,            0.032961,            0.014564,            0.054871,             0.57764,              0.6212,             0.65781,             0.46461,            0.020119,           0.0054273,            0.029645,            0.005743,            0.005743,            0.005743
                  45,            0.033452,             0.01435,            0.055328,             0.57314,             0.60636,             0.66681,             0.48925,            0.019476,           0.0054912,            0.029361,            0.005644,            0.005644,            0.005644
                  46,            0.030031,            0.013893,            0.053128,             0.55634,             0.62465,             0.68123,             0.48122,            0.019896,           0.0054322,            0.027991,            0.005545,            0.005545,            0.005545
                  47,            0.032082,            0.013912,            0.053648,             0.62524,             0.63051,             0.70073,             0.50891,            0.018684,            0.005462,            0.027749,            0.005446,            0.005446,            0.005446
                  48,            0.030304,            0.014053,            0.054613,             0.60519,             0.64067,             0.69985,             0.49798,             0.01991,           0.0053711,            0.027207,            0.005347,            0.005347,            0.005347
                  49,            0.029837,            0.013669,            0.052037,             0.61069,             0.68298,             0.73297,             0.53438,            0.019027,            0.005382,            0.025425,            0.005248,            0.005248,            0.005248
                  50,            0.030313,            0.013769,            0.050513,             0.63926,             0.66918,             0.72519,             0.53333,            0.018007,           0.0053599,            0.025425,            0.005149,            0.005149,            0.005149
                  51,              0.0299,            0.013821,            0.052209,             0.63596,             0.69362,             0.73489,             0.52058,            0.019185,           0.0054016,            0.025001,             0.00505,             0.00505,             0.00505
                  52,            0.030153,             0.01402,            0.047743,              0.6284,             0.71941,             0.76168,              0.5629,            0.018399,            0.005254,            0.023899,            0.004951,            0.004951,            0.004951
                  53,            0.030631,            0.013387,            0.049232,             0.66662,             0.71289,             0.77783,             0.56933,            0.018591,           0.0052787,             0.02352,            0.004852,            0.004852,            0.004852
                  54,            0.030604,            0.013925,            0.049584,             0.69295,             0.71808,             0.79734,             0.59613,            0.017353,           0.0053625,            0.022557,            0.004753,            0.004753,            0.004753
                  55,            0.030252,            0.013849,            0.043732,             0.69979,             0.73009,             0.81309,             0.61252,            0.017612,           0.0052203,            0.021914,            0.004654,            0.004654,            0.004654
                  56,            0.029922,            0.013264,            0.047813,             0.66768,             0.76762,             0.82518,              0.5949,             0.01936,           0.0051355,            0.021256,            0.004555,            0.004555,            0.004555
                  57,            0.030493,            0.013359,            0.045771,              0.7088,             0.76695,              0.8395,              0.6301,            0.019527,           0.0051666,             0.02013,            0.004456,            0.004456,            0.004456
                  58,            0.031109,            0.013349,            0.045053,             0.70651,             0.74427,             0.83068,             0.61907,             0.01913,            0.005116,            0.019891,            0.004357,            0.004357,            0.004357
                  59,            0.029426,            0.013477,            0.044079,             0.74646,             0.80234,             0.86524,             0.64765,            0.017952,           0.0049569,            0.019056,            0.004258,            0.004258,            0.004258
                  60,            0.028206,            0.012805,            0.042568,             0.73459,             0.79759,             0.86144,             0.65377,            0.017753,            0.004913,            0.018827,            0.004159,            0.004159,            0.004159
                  61,             0.03125,            0.013675,            0.042409,             0.76291,             0.81577,             0.87635,             0.67066,            0.017135,           0.0049013,            0.018046,             0.00406,             0.00406,             0.00406
                  62,            0.028834,            0.013458,            0.040322,             0.77162,             0.82271,             0.88373,             0.68105,            0.017017,           0.0049077,            0.017445,            0.003961,            0.003961,            0.003961
                  63,            0.028207,            0.013169,            0.040185,             0.76997,             0.83032,              0.8956,              0.6989,            0.016592,           0.0048515,            0.016712,            0.003862,            0.003862,            0.003862
                  64,            0.028301,            0.013036,            0.040087,             0.80295,             0.84231,             0.89841,             0.68487,            0.016744,           0.0048255,            0.016178,            0.003763,            0.003763,            0.003763
                  65,            0.028113,            0.012825,            0.037369,             0.78049,             0.83256,             0.89564,             0.69423,            0.015459,           0.0048525,             0.01599,            0.003664,            0.003664,            0.003664
                  66,            0.028282,            0.012814,            0.037579,             0.81811,             0.85707,             0.91514,             0.71417,            0.015838,           0.0047923,            0.014941,            0.003565,            0.003565,            0.003565
                  67,            0.028902,            0.013106,            0.039094,             0.80852,             0.85211,             0.91013,             0.71354,            0.015754,            0.004838,            0.014799,            0.003466,            0.003466,            0.003466
                  68,            0.029491,            0.012749,            0.038473,             0.82182,             0.87464,             0.91629,             0.71651,            0.016894,           0.0047902,            0.014401,            0.003367,            0.003367,            0.003367
                  69,            0.027213,            0.012881,            0.038146,             0.80997,             0.87939,              0.9269,             0.72325,            0.015839,           0.0046403,            0.013808,            0.003268,            0.003268,            0.003268
                  70,            0.028303,            0.013072,            0.036676,              0.8371,             0.86821,             0.92909,             0.73272,            0.015602,           0.0045639,            0.013313,            0.003169,            0.003169,            0.003169
                  71,            0.028874,            0.012677,            0.036797,             0.83121,             0.88472,             0.93061,             0.74345,            0.015638,           0.0045869,             0.01284,             0.00307,             0.00307,             0.00307
                  72,            0.027978,            0.012756,             0.03651,             0.83637,             0.88467,             0.93328,             0.75176,            0.014344,             0.00449,            0.012572,            0.002971,            0.002971,            0.002971
                  73,            0.026949,            0.012537,            0.034936,             0.86444,             0.87708,             0.93777,             0.74798,            0.015138,           0.0044927,            0.012377,            0.002872,            0.002872,            0.002872
                  74,            0.026467,            0.012619,            0.035473,             0.85909,              0.8902,             0.94304,             0.76984,            0.015377,           0.0045094,            0.011705,            0.002773,            0.002773,            0.002773
                  75,            0.027104,            0.012166,            0.034956,             0.87093,             0.89328,             0.94552,             0.76185,            0.014498,           0.0044376,            0.011482,            0.002674,            0.002674,            0.002674
                  76,            0.027241,            0.012383,            0.035247,             0.85415,             0.89385,             0.94039,             0.77232,            0.014401,           0.0044302,             0.01136,            0.002575,            0.002575,            0.002575
                  77,            0.025859,            0.012786,            0.033506,             0.86407,             0.90082,             0.94383,             0.76842,            0.013996,           0.0044156,            0.011221,            0.002476,            0.002476,            0.002476
                  78,            0.025961,            0.012279,            0.033456,             0.87388,             0.90677,             0.95125,             0.77477,            0.015033,           0.0044339,            0.010683,            0.002377,            0.002377,            0.002377
                  79,            0.025253,            0.012362,            0.031934,             0.88258,             0.90925,             0.95637,              0.7893,            0.013872,           0.0043252,            0.010341,            0.002278,            0.002278,            0.002278
                  80,             0.02451,            0.012062,            0.031473,              0.8802,             0.92279,             0.95817,              0.7783,             0.01392,            0.004331,           0.0099739,            0.002179,            0.002179,            0.002179
                  81,            0.024226,            0.012317,            0.032757,             0.89983,             0.91379,             0.95968,             0.80624,            0.012938,           0.0042242,           0.0096633,             0.00208,             0.00208,             0.00208
                  82,            0.024421,            0.012152,            0.032862,             0.88599,             0.92348,             0.96225,             0.79761,            0.013618,           0.0042644,           0.0094372,            0.001981,            0.001981,            0.001981
                  83,            0.024242,            0.012101,            0.028959,             0.89204,             0.93526,             0.96201,             0.79677,            0.012957,            0.004231,           0.0092327,            0.001882,            0.001882,            0.001882
                  84,            0.022923,            0.011832,            0.028403,             0.89192,             0.93171,             0.96433,              0.8005,            0.013457,           0.0042392,           0.0089663,            0.001783,            0.001783,            0.001783
                  85,             0.02405,            0.011536,            0.028363,             0.89547,             0.93343,              0.9666,             0.81853,            0.012284,           0.0041708,           0.0087439,            0.001684,            0.001684,            0.001684
                  86,            0.023126,            0.011963,            0.029944,             0.91401,             0.92637,             0.96705,              0.8145,            0.012195,           0.0041828,           0.0085668,            0.001585,            0.001585,            0.001585
                  87,            0.022464,            0.011591,            0.028211,             0.90091,             0.94239,             0.96831,             0.81241,            0.012312,           0.0041378,           0.0084407,            0.001486,            0.001486,            0.001486
                  88,            0.023059,            0.011833,            0.027651,             0.91126,             0.92895,             0.96743,             0.82116,            0.012243,            0.004102,           0.0081559,            0.001387,            0.001387,            0.001387
                  89,            0.022517,            0.011492,            0.028132,             0.90345,              0.9335,             0.96784,             0.81873,            0.011954,           0.0040889,           0.0079128,            0.001288,            0.001288,            0.001288
                  90,            0.023463,            0.011902,            0.028952,             0.90314,             0.93151,             0.97013,             0.82098,            0.012283,           0.0040543,           0.0078394,            0.001189,            0.001189,            0.001189
                  91,            0.022657,            0.011517,             0.02912,               0.914,             0.93037,             0.97123,               0.829,            0.011721,           0.0040213,           0.0075997,             0.00109,             0.00109,             0.00109
                  92,            0.022184,            0.011867,            0.027557,             0.92302,             0.93284,             0.97203,              0.8313,            0.011192,            0.003991,           0.0073487,            0.000991,            0.000991,            0.000991
                  93,            0.021027,             0.01102,            0.028154,             0.91001,              0.9442,             0.97394,             0.83613,            0.011147,           0.0039698,           0.0072308,            0.000892,            0.000892,            0.000892
                  94,            0.021227,            0.011627,             0.02597,             0.91181,             0.94278,             0.97359,             0.84059,            0.011016,           0.0039665,           0.0070603,            0.000793,            0.000793,            0.000793
                  95,            0.020793,            0.012069,            0.026839,             0.91405,             0.94186,             0.97392,             0.83679,            0.010884,           0.0039682,           0.0069333,            0.000694,            0.000694,            0.000694
                  96,            0.020258,            0.011342,            0.026774,             0.91143,             0.94604,             0.97343,             0.84112,            0.010453,           0.0039573,           0.0068031,            0.000595,            0.000595,            0.000595
                  97,            0.018565,            0.011009,            0.025967,             0.91803,             0.94605,             0.97328,             0.84189,            0.010761,           0.0039306,           0.0066497,            0.000496,            0.000496,            0.000496
                  98,            0.020435,            0.011619,            0.027074,             0.92041,             0.94684,             0.97445,             0.84616,            0.010234,           0.0038955,            0.006543,            0.000397,            0.000397,            0.000397
                  99,            0.019585,            0.011224,            0.025232,              0.9197,             0.95072,             0.97431,             0.84866,            0.010182,           0.0038905,           0.0064397,            0.000298,            0.000298,            0.000298
