               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 268,            0.030647,            0.012112,            0.014482,              0.9782,             0.98935,             0.99385,             0.84692,            0.014991,           0.0041671,           0.0018018,           0.0073567,           0.0073567,           0.0073567
                 269,            0.030665,            0.012307,            0.014162,             0.97757,             0.98988,             0.99446,              0.8605,            0.015466,           0.0040796,           0.0017433,           0.0073468,           0.0073468,           0.0073468
                 270,            0.031448,            0.011688,            0.013606,             0.97505,             0.99089,             0.99438,             0.85506,            0.015668,           0.0041005,           0.0018517,           0.0073369,           0.0073369,           0.0073369
                 271,            0.030596,            0.012238,            0.016717,             0.97395,             0.98899,             0.99371,              0.8532,            0.015503,           0.0040928,           0.0017866,            0.007327,            0.007327,            0.007327
                 272,            0.030206,            0.011967,             0.01475,             0.97028,              0.9849,             0.99453,              0.8577,            0.014752,           0.0040726,           0.0018425,           0.0073171,           0.0073171,           0.0073171
                 273,             0.03112,            0.012111,            0.015418,             0.97182,             0.98674,             0.99411,             0.85132,            0.014786,           0.0040959,             0.00181,           0.0073072,           0.0073072,           0.0073072
                 274,            0.030976,            0.012368,            0.013644,              0.9699,             0.98781,             0.99419,             0.85695,            0.013734,           0.0041038,           0.0019122,           0.0072973,           0.0072973,           0.0072973
                 275,             0.02986,            0.011699,             0.01412,             0.97628,             0.99083,             0.99485,             0.86041,            0.014924,           0.0040908,           0.0016726,           0.0072874,           0.0072874,           0.0072874
                 276,            0.031263,            0.011714,            0.013178,              0.9743,             0.98763,             0.99491,             0.85292,            0.014894,           0.0040326,           0.0016565,           0.0072775,           0.0072775,           0.0072775
                 277,            0.029295,            0.011809,            0.013181,             0.97278,             0.99216,             0.99426,             0.85052,            0.014936,           0.0040607,           0.0017476,           0.0072676,           0.0072676,           0.0072676
                 278,            0.030089,            0.011749,            0.014842,             0.97498,             0.99084,             0.99448,              0.8568,            0.015895,            0.003984,           0.0016846,           0.0072577,           0.0072577,           0.0072577
                 279,            0.030643,             0.01196,            0.013503,             0.97521,              0.9859,             0.99444,             0.85611,            0.015401,           0.0040383,           0.0017088,           0.0072478,           0.0072478,           0.0072478
                 280,            0.029659,            0.012018,            0.014049,             0.97616,             0.98877,             0.99447,             0.85728,            0.014183,           0.0040148,           0.0016609,           0.0072379,           0.0072379,           0.0072379
                 281,            0.030207,            0.011829,            0.013538,              0.9765,             0.98923,             0.99462,             0.86396,            0.014292,           0.0040031,           0.0015431,            0.007228,            0.007228,            0.007228
                 282,            0.030982,            0.011939,            0.014726,             0.97654,             0.98682,             0.99462,              0.8593,            0.014713,            0.004014,           0.0016292,           0.0072181,           0.0072181,           0.0072181
                 283,             0.03027,            0.011642,            0.014067,              0.9788,             0.98867,             0.99421,              0.8584,            0.014463,           0.0039907,           0.0015857,           0.0072082,           0.0072082,           0.0072082
                 284,            0.029655,            0.011618,            0.013241,             0.97623,              0.9897,             0.99421,             0.85845,            0.013994,            0.004019,           0.0016399,           0.0071983,           0.0071983,           0.0071983
                 285,            0.030042,            0.012108,            0.015709,             0.97819,              0.9807,             0.99344,              0.8593,             0.01434,           0.0040123,           0.0017685,           0.0071884,           0.0071884,           0.0071884
                 286,            0.029612,            0.011715,            0.013674,               0.976,             0.98808,             0.99374,              0.8586,            0.015375,           0.0040198,           0.0016501,           0.0071785,           0.0071785,           0.0071785
                 287,            0.030615,            0.012239,            0.013034,               0.977,             0.99009,             0.99407,              0.8616,            0.015052,           0.0040245,           0.0016707,           0.0071686,           0.0071686,           0.0071686
                 288,             0.03029,            0.011924,             0.01396,             0.97903,             0.98921,             0.99405,             0.85942,             0.01446,           0.0040325,           0.0017533,           0.0071587,           0.0071587,           0.0071587
                 289,            0.029628,            0.011585,            0.014141,             0.97841,             0.98888,             0.99393,             0.86088,            0.014222,           0.0039998,           0.0019212,           0.0071488,           0.0071488,           0.0071488
                 290,            0.030154,            0.011712,            0.013724,             0.97552,             0.98731,             0.99419,             0.86485,            0.014779,            0.004024,            0.001789,           0.0071389,           0.0071389,           0.0071389
                 291,            0.029569,            0.011766,            0.014058,             0.97736,             0.98697,             0.99496,             0.86258,            0.013787,           0.0040308,           0.0017343,            0.007129,            0.007129,            0.007129
                 292,            0.031207,             0.01146,            0.015163,             0.97865,             0.99228,             0.99494,             0.86514,            0.015751,           0.0040006,           0.0017042,           0.0071191,           0.0071191,           0.0071191
                 293,            0.030697,            0.011836,            0.013763,             0.97475,             0.98848,             0.99451,             0.86311,            0.015625,           0.0040276,            0.001693,           0.0071092,           0.0071092,           0.0071092
                 294,            0.028375,             0.01181,            0.013627,             0.97896,             0.98742,             0.99419,             0.86371,            0.013132,           0.0039883,           0.0016873,           0.0070993,           0.0070993,           0.0070993
                 295,            0.030082,            0.011724,            0.014521,             0.97697,             0.98672,             0.99444,             0.86383,            0.013159,           0.0039693,           0.0017217,           0.0070894,           0.0070894,           0.0070894
                 296,             0.03129,            0.011457,            0.012518,             0.97759,             0.98399,             0.99432,             0.86131,            0.013464,           0.0039614,           0.0018051,           0.0070795,           0.0070795,           0.0070795
                 297,            0.031687,            0.011931,            0.015762,             0.97575,             0.98862,             0.99426,             0.85874,            0.014661,            0.004039,           0.0017574,           0.0070696,           0.0070696,           0.0070696
                 298,            0.031567,            0.012223,             0.01477,             0.97437,              0.9846,             0.99369,             0.86001,            0.014987,           0.0040862,           0.0017157,           0.0070597,           0.0070597,           0.0070597
                 299,            0.028775,            0.011201,            0.012336,             0.97614,             0.98598,             0.99412,              0.8633,            0.014884,           0.0040203,           0.0016166,           0.0070498,           0.0070498,           0.0070498
                 300,            0.030017,            0.011642,            0.014573,             0.97669,             0.99169,             0.99421,             0.86353,            0.013779,           0.0039873,           0.0015406,           0.0070399,           0.0070399,           0.0070399
                 301,            0.030936,            0.011953,            0.013315,             0.97725,              0.9883,             0.99404,             0.86938,            0.014136,           0.0039017,           0.0016376,             0.00703,             0.00703,             0.00703
                 302,            0.031421,            0.011562,            0.013225,             0.97864,             0.98834,             0.99425,             0.87134,            0.014355,           0.0038072,           0.0016391,           0.0070201,           0.0070201,           0.0070201
                 303,            0.029355,            0.011273,            0.012474,             0.97945,             0.98776,              0.9941,              0.8701,            0.015209,           0.0038396,           0.0015611,           0.0070102,           0.0070102,           0.0070102
                 304,            0.031105,            0.011287,            0.013273,              0.9738,             0.98677,             0.99397,             0.86799,            0.014227,           0.0038856,           0.0016314,           0.0070003,           0.0070003,           0.0070003
                 305,            0.029676,            0.011439,            0.014432,             0.97857,             0.98734,             0.99433,             0.86208,            0.015151,           0.0039311,           0.0016215,           0.0069904,           0.0069904,           0.0069904
                 306,             0.03016,            0.011926,            0.012537,             0.97921,             0.98991,             0.99455,             0.86889,            0.014381,           0.0038664,           0.0015378,           0.0069805,           0.0069805,           0.0069805
                 307,            0.029719,            0.011232,            0.013418,              0.9757,              0.9891,             0.99413,             0.86872,            0.014146,           0.0038476,           0.0014895,           0.0069706,           0.0069706,           0.0069706
                 308,            0.028821,            0.011485,            0.011935,             0.97911,             0.99218,             0.99458,             0.86694,            0.014363,           0.0038572,           0.0015127,           0.0069607,           0.0069607,           0.0069607
                 309,            0.030171,            0.011739,            0.012846,              0.9795,             0.98849,             0.99444,             0.87254,            0.014265,           0.0038283,           0.0015355,           0.0069508,           0.0069508,           0.0069508
                 310,            0.028079,            0.011362,            0.010921,              0.9778,             0.98835,             0.99431,             0.87593,            0.013693,           0.0038417,           0.0015529,           0.0069409,           0.0069409,           0.0069409
                 311,            0.028817,            0.011475,            0.012852,             0.98059,             0.98857,             0.99444,             0.87655,            0.013522,           0.0037977,           0.0016176,            0.006931,            0.006931,            0.006931
                 312,            0.029721,            0.011447,            0.013655,             0.97915,             0.99187,             0.99486,             0.87395,            0.014372,           0.0038565,           0.0015573,           0.0069211,           0.0069211,           0.0069211
                 313,            0.029287,            0.011761,            0.015431,             0.97845,             0.99026,             0.99449,             0.86887,            0.014369,           0.0038703,           0.0015755,           0.0069112,           0.0069112,           0.0069112
                 314,            0.027657,            0.011682,            0.012645,             0.97653,             0.99285,             0.99426,             0.86921,            0.013638,           0.0039182,           0.0016169,           0.0069013,           0.0069013,           0.0069013
                 315,            0.028876,            0.011561,            0.011711,             0.97678,             0.99055,             0.99389,             0.87296,            0.013916,           0.0038764,           0.0015574,           0.0068914,           0.0068914,           0.0068914
                 316,            0.029901,            0.011927,            0.014857,              0.9793,             0.98798,             0.99401,             0.87122,            0.013432,           0.0038778,           0.0015197,           0.0068815,           0.0068815,           0.0068815
                 317,            0.028909,            0.011386,            0.012833,              0.9781,             0.99191,             0.99413,             0.87144,            0.012814,           0.0038588,            0.001579,           0.0068716,           0.0068716,           0.0068716
                 318,            0.028243,            0.011744,            0.014899,             0.98138,             0.99392,             0.99446,             0.87043,            0.012673,             0.00386,           0.0015145,           0.0068617,           0.0068617,           0.0068617
                 319,            0.028911,            0.011528,            0.012132,             0.97907,             0.99203,             0.99381,             0.87125,            0.012853,           0.0038659,           0.0015927,           0.0068518,           0.0068518,           0.0068518
                 320,            0.029104,            0.011592,            0.012589,             0.97732,             0.99181,             0.99477,             0.86851,             0.01308,           0.0038833,            0.001633,           0.0068419,           0.0068419,           0.0068419
                 321,            0.028311,            0.011488,            0.012401,             0.97886,             0.98709,             0.99457,             0.87005,            0.012789,           0.0038662,           0.0015939,            0.006832,            0.006832,            0.006832
                 322,             0.02916,            0.011558,            0.012224,             0.97739,             0.98862,             0.99452,             0.87009,            0.012687,           0.0038983,            0.001583,           0.0068221,           0.0068221,           0.0068221
                 323,            0.027383,             0.01186,            0.011839,             0.98127,             0.99134,             0.99445,             0.86944,            0.013208,           0.0038337,           0.0014223,           0.0068122,           0.0068122,           0.0068122
                 324,             0.03051,            0.011632,            0.013189,              0.9804,             0.99217,             0.99418,             0.87396,            0.013295,           0.0037967,           0.0013639,           0.0068023,           0.0068023,           0.0068023
                 325,            0.029942,            0.011296,            0.013239,             0.97861,             0.99203,             0.99464,             0.87525,            0.013618,           0.0037255,            0.001392,           0.0067924,           0.0067924,           0.0067924
                 326,            0.029003,            0.011758,            0.012802,             0.97901,             0.99138,             0.99435,             0.87289,            0.013518,           0.0037583,           0.0014569,           0.0067825,           0.0067825,           0.0067825
                 327,            0.028825,            0.011557,            0.012611,             0.97774,             0.99161,              0.9943,             0.87375,            0.012368,           0.0037813,           0.0014806,           0.0067726,           0.0067726,           0.0067726
                 328,             0.02813,            0.011962,            0.012163,             0.97854,             0.99059,             0.99423,             0.87482,            0.012168,           0.0037639,           0.0013735,           0.0067627,           0.0067627,           0.0067627
                 329,            0.029901,            0.011454,            0.012821,              0.9812,             0.99362,             0.99457,             0.87506,            0.013595,            0.003797,           0.0013274,           0.0067528,           0.0067528,           0.0067528
                 330,            0.029509,            0.011591,            0.012747,             0.97945,             0.99199,             0.99444,             0.87039,            0.014365,           0.0038612,           0.0012943,           0.0067429,           0.0067429,           0.0067429
                 331,            0.029215,             0.01186,            0.012813,             0.98091,             0.99297,             0.99478,             0.87464,            0.013917,           0.0038149,           0.0013179,            0.006733,            0.006733,            0.006733
                 332,              0.0297,            0.011619,            0.013118,             0.98073,             0.99037,              0.9947,             0.87687,            0.013683,           0.0037606,           0.0013153,           0.0067231,           0.0067231,           0.0067231
                 333,             0.02835,             0.01186,            0.010496,             0.98053,             0.99202,             0.99469,             0.87318,            0.012801,           0.0037238,           0.0013139,           0.0067132,           0.0067132,           0.0067132
                 334,             0.02829,            0.010896,            0.012756,             0.98084,             0.99139,              0.9943,              0.8746,            0.012223,           0.0037121,           0.0012907,           0.0067033,           0.0067033,           0.0067033
                 335,            0.028723,            0.011411,            0.010234,             0.97801,             0.98938,             0.99427,             0.87326,            0.012773,           0.0037468,           0.0014616,           0.0066934,           0.0066934,           0.0066934
                 336,            0.031009,            0.011346,            0.012701,             0.97815,               0.989,             0.99435,              0.8765,            0.013246,           0.0037267,           0.0015917,           0.0066835,           0.0066835,           0.0066835
                 337,            0.029403,            0.011555,            0.013268,             0.97966,             0.99022,              0.9936,             0.87916,            0.012612,           0.0036702,           0.0015222,           0.0066736,           0.0066736,           0.0066736
                 338,            0.029476,            0.011273,            0.011175,             0.98164,             0.99235,             0.99392,             0.87968,             0.01312,           0.0036565,           0.0014464,           0.0066637,           0.0066637,           0.0066637
                 339,            0.029165,            0.011579,            0.012963,             0.98131,             0.99129,              0.9943,             0.88243,            0.013104,           0.0036523,           0.0014881,           0.0066538,           0.0066538,           0.0066538
                 340,            0.029938,             0.01169,            0.013211,             0.98071,             0.99301,             0.99448,             0.88155,            0.012896,           0.0036312,           0.0014302,           0.0066439,           0.0066439,           0.0066439
                 341,            0.029848,            0.011412,            0.010777,             0.97936,             0.99375,              0.9948,              0.8806,             0.01255,           0.0036397,           0.0014596,            0.006634,            0.006634,            0.006634
                 342,             0.02846,            0.011804,            0.011852,             0.98036,             0.99219,             0.99489,             0.88104,            0.012145,           0.0036654,           0.0013795,           0.0066241,           0.0066241,           0.0066241
                 343,            0.027107,            0.011129,            0.012251,             0.98158,             0.99264,             0.99486,             0.88057,             0.01244,           0.0036555,           0.0012965,           0.0066142,           0.0066142,           0.0066142
                 344,            0.030177,             0.01132,            0.013367,             0.98227,             0.99159,             0.99447,             0.88025,             0.01323,           0.0036115,           0.0012864,           0.0066043,           0.0066043,           0.0066043
                 345,            0.029542,            0.011358,            0.011978,             0.98189,             0.99413,             0.99436,             0.87434,            0.013142,           0.0036612,           0.0013492,           0.0065944,           0.0065944,           0.0065944
                 346,            0.029341,            0.011479,             0.01276,             0.98287,              0.9933,             0.99429,             0.87868,            0.013031,           0.0036474,           0.0014713,           0.0065845,           0.0065845,           0.0065845
                 347,            0.030795,            0.011674,            0.012423,             0.98216,             0.98934,             0.99434,             0.88293,            0.013578,           0.0036538,             0.00141,           0.0065746,           0.0065746,           0.0065746
                 348,            0.027686,             0.01129,            0.011286,             0.98296,             0.98892,              0.9942,             0.87982,            0.012969,           0.0036143,           0.0013777,           0.0065647,           0.0065647,           0.0065647
                 349,            0.030296,            0.010796,           0.0099416,             0.98085,             0.98882,              0.9942,             0.88514,            0.013485,           0.0035888,           0.0013884,           0.0065548,           0.0065548,           0.0065548
                 350,             0.03018,            0.011399,            0.010793,             0.97922,             0.99027,             0.99419,             0.88197,            0.013722,           0.0035756,           0.0013372,           0.0065449,           0.0065449,           0.0065449
                 351,            0.029612,            0.011125,            0.010996,             0.98169,             0.98994,             0.99428,             0.88063,            0.013304,            0.003595,           0.0013181,            0.006535,            0.006535,            0.006535
                 352,            0.028741,             0.01129,            0.012486,             0.98286,             0.98869,             0.99472,             0.88586,            0.013524,            0.003599,           0.0013224,           0.0065251,           0.0065251,           0.0065251
                 353,            0.029276,            0.011379,            0.011553,             0.98118,             0.98907,             0.99458,             0.88294,            0.013193,           0.0036119,           0.0013624,           0.0065152,           0.0065152,           0.0065152
                 354,            0.028808,            0.010909,            0.010911,             0.98183,             0.98751,             0.99432,              0.8847,            0.012537,           0.0036009,           0.0014461,           0.0065053,           0.0065053,           0.0065053
                 355,             0.03043,            0.011345,            0.010506,             0.98112,              0.9863,              0.9943,             0.88595,            0.012325,           0.0035998,           0.0014786,           0.0064954,           0.0064954,           0.0064954
                 356,            0.029103,            0.011244,            0.010745,             0.98228,             0.98769,             0.99447,             0.88571,            0.012526,           0.0035805,            0.001479,           0.0064855,           0.0064855,           0.0064855
                 357,            0.028613,            0.010931,             0.01298,             0.97997,             0.99131,             0.99443,             0.88847,            0.012877,           0.0035507,            0.001444,           0.0064756,           0.0064756,           0.0064756
                 358,            0.028651,             0.01112,           0.0094481,              0.9816,             0.98945,             0.99479,             0.89003,            0.012498,            0.003536,           0.0013491,           0.0064657,           0.0064657,           0.0064657
                 359,            0.027556,            0.011158,            0.010407,             0.98013,              0.9912,             0.99479,             0.89068,            0.011809,           0.0035581,           0.0012439,           0.0064558,           0.0064558,           0.0064558
                 360,            0.027392,             0.01104,            0.009705,             0.98185,             0.99107,              0.9949,              0.8917,            0.011261,           0.0035322,           0.0012007,           0.0064459,           0.0064459,           0.0064459
                 361,            0.026517,            0.011335,            0.010583,             0.98246,             0.99257,             0.99473,             0.88901,            0.011379,             0.00352,           0.0012623,            0.006436,            0.006436,            0.006436
                 362,            0.027453,            0.011211,            0.011698,             0.98202,             0.99207,             0.99441,             0.89156,               0.011,           0.0034946,           0.0012196,           0.0064261,           0.0064261,           0.0064261
                 363,            0.026681,             0.01067,             0.01001,             0.98064,             0.99036,               0.994,             0.89162,             0.01096,           0.0035361,           0.0011665,           0.0064162,           0.0064162,           0.0064162
                 364,            0.027292,            0.011061,           0.0099391,             0.97989,              0.9902,             0.99396,             0.89123,            0.011487,            0.003567,           0.0011833,           0.0064063,           0.0064063,           0.0064063
                 365,            0.029362,            0.010655,           0.0098451,              0.9811,             0.98997,             0.99364,             0.89252,            0.012459,           0.0034937,            0.001223,           0.0063964,           0.0063964,           0.0063964
                 366,            0.027518,            0.011097,            0.011137,              0.9812,             0.99081,             0.99427,             0.89102,             0.01259,           0.0034936,           0.0012412,           0.0063865,           0.0063865,           0.0063865
                 367,            0.027993,            0.011229,            0.010462,             0.98176,             0.99233,             0.99438,             0.89262,            0.011895,           0.0035246,           0.0012324,           0.0063766,           0.0063766,           0.0063766
                 368,            0.028919,            0.011293,            0.012071,             0.98273,             0.99187,             0.99401,             0.89167,            0.012197,           0.0035156,           0.0012133,           0.0063667,           0.0063667,           0.0063667
                 369,            0.028902,            0.011314,            0.012637,             0.98465,             0.99052,             0.99416,             0.89328,            0.011959,           0.0034964,           0.0011798,           0.0063568,           0.0063568,           0.0063568
                 370,            0.027147,            0.011383,            0.010934,             0.98207,             0.99213,             0.99416,             0.89262,            0.011831,           0.0035205,           0.0011751,           0.0063469,           0.0063469,           0.0063469
                 371,            0.028174,             0.01102,            0.012049,             0.98399,             0.99377,             0.99438,             0.89337,            0.011709,           0.0034453,           0.0011479,            0.006337,            0.006337,            0.006337
                 372,            0.027903,            0.011177,           0.0090552,              0.9826,             0.99368,             0.99464,             0.89212,            0.011521,           0.0033957,           0.0011342,           0.0063271,           0.0063271,           0.0063271
                 373,            0.027684,            0.010774,           0.0087986,             0.98445,             0.99177,             0.99473,             0.89124,            0.011315,           0.0033977,           0.0011455,           0.0063172,           0.0063172,           0.0063172
                 374,            0.028496,            0.010802,            0.010277,             0.98428,             0.99306,             0.99463,             0.89503,            0.011444,            0.003419,           0.0011463,           0.0063073,           0.0063073,           0.0063073
                 375,            0.027033,            0.010738,            0.010037,             0.98333,             0.99343,             0.99455,             0.89644,             0.01126,           0.0033974,           0.0011434,           0.0062974,           0.0062974,           0.0062974
                 376,            0.028758,             0.01082,            0.010304,             0.98314,             0.99347,              0.9944,             0.89714,            0.010796,           0.0033884,           0.0011424,           0.0062875,           0.0062875,           0.0062875
                 377,            0.027276,            0.011026,            0.010918,             0.98244,             0.99289,             0.99401,             0.89798,            0.011049,           0.0033872,           0.0011773,           0.0062776,           0.0062776,           0.0062776
                 378,            0.028555,            0.011036,            0.010327,             0.98272,             0.99243,             0.99387,             0.89805,            0.011367,           0.0034013,           0.0011897,           0.0062677,           0.0062677,           0.0062677
                 379,            0.029647,            0.011158,            0.011263,             0.98169,             0.99354,             0.99441,             0.89781,            0.011183,            0.003402,           0.0011737,           0.0062578,           0.0062578,           0.0062578
                 380,            0.028305,            0.011111,            0.011122,             0.98122,             0.99207,              0.9942,             0.89615,            0.010897,           0.0034113,           0.0012203,           0.0062479,           0.0062479,           0.0062479
                 381,             0.02631,            0.010732,            0.010422,             0.98133,             0.99119,             0.99408,             0.89549,            0.011039,           0.0034133,           0.0012435,            0.006238,            0.006238,            0.006238
                 382,            0.024999,            0.010591,           0.0099746,             0.98187,             0.99005,             0.99419,             0.89441,            0.010636,           0.0034304,           0.0012118,           0.0062281,           0.0062281,           0.0062281
                 383,             0.02834,            0.011247,            0.010147,             0.98421,             0.99027,              0.9943,             0.89603,            0.011197,           0.0033954,            0.001175,           0.0062182,           0.0062182,           0.0062182
                 384,            0.027559,            0.010626,           0.0096963,             0.98388,              0.9917,             0.99429,             0.89674,            0.011386,           0.0033928,           0.0011977,           0.0062083,           0.0062083,           0.0062083
                 385,            0.028841,            0.011305,            0.010749,             0.98305,             0.99076,             0.99433,              0.8995,            0.011051,            0.003407,            0.001185,           0.0061984,           0.0061984,           0.0061984
                 386,             0.02689,            0.011218,           0.0096819,             0.98269,             0.99181,             0.99437,              0.8991,            0.010416,            0.003384,           0.0012002,           0.0061885,           0.0061885,           0.0061885
                 387,            0.027367,            0.010972,            0.010893,              0.9837,             0.99415,             0.99441,             0.89828,            0.010861,            0.003412,            0.001171,           0.0061786,           0.0061786,           0.0061786
                 388,            0.026904,            0.010595,            0.010673,             0.98424,             0.99449,              0.9944,             0.89621,            0.011305,           0.0034306,           0.0011404,           0.0061687,           0.0061687,           0.0061687
                 389,            0.028229,             0.01097,             0.01131,             0.98301,             0.99316,             0.99439,             0.89434,            0.011689,           0.0034469,            0.001146,           0.0061588,           0.0061588,           0.0061588
                 390,            0.029653,            0.010817,            0.010575,             0.98224,             0.99347,             0.99452,             0.89451,            0.011476,           0.0034254,           0.0011446,           0.0061489,           0.0061489,           0.0061489
                 391,            0.027504,            0.011106,             0.01043,             0.98378,             0.99343,             0.99468,             0.89649,            0.011593,           0.0033727,           0.0011967,            0.006139,            0.006139,            0.006139
                 392,            0.028195,            0.011049,            0.011116,             0.98473,             0.99176,             0.99468,             0.89816,            0.010992,           0.0033699,           0.0012028,           0.0061291,           0.0061291,           0.0061291
                 393,            0.027155,            0.011073,            0.011397,             0.98411,             0.99157,             0.99464,             0.90033,            0.011091,           0.0033419,            0.001208,           0.0061192,           0.0061192,           0.0061192
                 394,            0.027613,            0.011285,           0.0098029,             0.98363,             0.99422,             0.99478,             0.90197,            0.011515,           0.0033049,           0.0011815,           0.0061093,           0.0061093,           0.0061093
                 395,             0.02686,            0.010351,           0.0090442,             0.98502,              0.9948,             0.99478,             0.90222,            0.011309,           0.0033037,           0.0011761,           0.0060994,           0.0060994,           0.0060994
                 396,            0.027276,             0.01105,            0.011586,             0.98297,             0.99543,             0.99488,             0.90151,            0.011512,            0.003317,           0.0011576,           0.0060895,           0.0060895,           0.0060895
                 397,            0.027952,            0.011259,            0.012052,             0.98287,             0.99306,             0.99457,             0.90349,            0.011176,           0.0033312,           0.0011334,           0.0060796,           0.0060796,           0.0060796
                 398,            0.026014,            0.010917,            0.010713,             0.98351,             0.99213,             0.99461,             0.90269,            0.011067,           0.0033406,           0.0010997,           0.0060697,           0.0060697,           0.0060697
                 399,            0.027277,            0.010915,            0.011267,             0.98359,             0.99267,             0.99469,             0.90256,            0.011103,           0.0033401,           0.0011087,           0.0060598,           0.0060598,           0.0060598
                 400,            0.026059,             0.01058,           0.0092193,             0.98364,             0.99299,             0.99479,             0.90088,            0.010836,           0.0033458,           0.0011239,           0.0060499,           0.0060499,           0.0060499
                 401,            0.026415,            0.010944,            0.010696,             0.98513,             0.99153,             0.99472,              0.8978,             0.01092,           0.0033408,            0.001084,             0.00604,             0.00604,             0.00604
                 402,            0.027987,             0.01098,            0.010326,             0.98365,             0.99295,              0.9948,             0.89947,            0.010747,           0.0033511,           0.0011053,           0.0060301,           0.0060301,           0.0060301
                 403,            0.026696,            0.010684,            0.010302,             0.98509,             0.99014,             0.99446,             0.90046,             0.01094,           0.0033458,           0.0010982,           0.0060202,           0.0060202,           0.0060202
                 404,            0.027566,            0.010929,           0.0096464,             0.98366,             0.99152,             0.99422,             0.90103,            0.011264,           0.0033252,           0.0010808,           0.0060103,           0.0060103,           0.0060103
                 405,            0.028694,            0.010178,            0.010099,             0.98296,              0.9909,             0.99409,             0.90243,            0.011009,           0.0033401,           0.0011065,           0.0060004,           0.0060004,           0.0060004
                 406,            0.026938,            0.010804,            0.011892,             0.98333,             0.99143,             0.99412,             0.90121,            0.010729,           0.0033201,           0.0011278,           0.0059905,           0.0059905,           0.0059905
                 407,            0.027578,            0.011486,            0.011433,             0.98382,              0.9906,             0.99386,             0.89948,            0.010499,            0.003391,            0.001195,           0.0059806,           0.0059806,           0.0059806
                 408,             0.02693,            0.010831,            0.010983,              0.9811,             0.99343,             0.99418,              0.9006,            0.010286,           0.0034086,           0.0012088,           0.0059707,           0.0059707,           0.0059707
                 409,            0.027772,            0.010971,            0.012596,             0.98327,             0.99248,             0.99403,             0.89902,            0.010585,           0.0034625,           0.0011596,           0.0059608,           0.0059608,           0.0059608
                 410,            0.027238,            0.010638,             0.01011,             0.98331,             0.99237,             0.99385,             0.89825,            0.010486,           0.0033958,           0.0011101,           0.0059509,           0.0059509,           0.0059509
                 411,            0.025856,            0.011005,            0.010829,             0.98313,             0.99404,             0.99363,             0.90336,            0.010387,            0.003361,           0.0010968,            0.005941,            0.005941,            0.005941
                 412,            0.027901,            0.010536,            0.011261,             0.98396,             0.99441,             0.99367,             0.90237,            0.010942,           0.0033336,            0.001127,           0.0059311,           0.0059311,           0.0059311
                 413,            0.026432,             0.01082,            0.010286,             0.98418,             0.99299,             0.99367,             0.90189,            0.011186,           0.0033466,           0.0011299,           0.0059212,           0.0059212,           0.0059212
                 414,            0.027681,            0.010801,            0.010036,             0.98468,             0.99427,             0.99357,             0.90192,            0.010723,           0.0033255,           0.0010818,           0.0059113,           0.0059113,           0.0059113
                 415,            0.027015,            0.011017,           0.0090923,             0.98412,             0.99382,             0.99364,              0.9007,            0.010549,           0.0033073,            0.001052,           0.0059014,           0.0059014,           0.0059014
                 416,            0.027163,            0.010974,            0.011321,              0.9847,             0.99325,             0.99386,              0.9031,            0.010784,           0.0032945,           0.0010512,           0.0058915,           0.0058915,           0.0058915
                 417,            0.026329,            0.010653,            0.010898,             0.98283,             0.99436,             0.99438,             0.90527,            0.010735,           0.0032867,           0.0010723,           0.0058816,           0.0058816,           0.0058816
                 418,            0.026065,            0.010756,            0.010442,             0.98193,             0.99368,              0.9943,             0.90377,            0.010574,           0.0033031,           0.0010974,           0.0058717,           0.0058717,           0.0058717
                 419,            0.026177,            0.010796,            0.010472,             0.98157,             0.99329,             0.99388,             0.90559,            0.010211,           0.0032813,           0.0011004,           0.0058618,           0.0058618,           0.0058618
                 420,            0.027602,            0.010919,           0.0094934,             0.98228,             0.99387,             0.99392,              0.9063,            0.010093,           0.0032741,           0.0010873,           0.0058519,           0.0058519,           0.0058519
                 421,            0.026713,            0.010812,           0.0098015,             0.98241,             0.99241,             0.99397,             0.90477,            0.010205,           0.0032649,           0.0010818,            0.005842,            0.005842,            0.005842
