               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.037844,             0.01586,            0.069274,             0.50508,              0.4714,             0.48623,             0.31575,            0.025671,            0.006831,            0.040461,           0.0096139,           0.0096139,           0.0096139
                  41,            0.039453,            0.015644,            0.064612,             0.51407,             0.45208,              0.4724,             0.30495,            0.026117,           0.0067922,            0.040134,            0.009604,            0.009604,            0.009604
                  42,            0.038415,            0.015562,            0.064459,               0.535,             0.49936,             0.52726,             0.35252,            0.024838,           0.0064396,            0.038337,           0.0095941,           0.0095941,           0.0095941
                  43,            0.036121,            0.015391,            0.062263,             0.46541,             0.50442,             0.51985,             0.34401,            0.025278,           0.0066314,            0.038589,           0.0095842,           0.0095842,           0.0095842
                  44,            0.037514,            0.015792,             0.05895,             0.46194,             0.50138,              0.5164,             0.33981,            0.026384,            0.006628,            0.038277,           0.0095743,           0.0095743,           0.0095743
                  45,            0.038563,            0.015651,            0.061902,             0.49277,             0.45887,             0.46545,             0.28651,            0.027228,           0.0074066,            0.037107,           0.0095644,           0.0095644,           0.0095644
                  46,            0.036728,            0.015074,            0.057374,             0.46714,             0.57889,             0.57628,             0.38899,            0.026247,           0.0064708,            0.034935,           0.0095545,           0.0095545,           0.0095545
                  47,            0.038408,            0.015084,            0.061763,             0.51202,             0.53066,             0.56269,              0.3608,            0.027207,           0.0067774,            0.034617,           0.0095446,           0.0095446,           0.0095446
                  48,            0.036827,            0.015355,             0.06184,             0.52746,             0.57504,             0.59744,             0.39838,            0.026471,           0.0065897,            0.033591,           0.0095347,           0.0095347,           0.0095347
                  49,            0.036407,             0.01516,            0.058719,             0.48348,             0.52679,             0.53825,             0.34031,            0.026996,           0.0071466,            0.034976,           0.0095248,           0.0095248,           0.0095248
                  50,            0.039457,            0.015492,            0.059442,             0.54918,              0.5798,             0.61111,             0.40925,            0.026702,           0.0066218,            0.032305,           0.0095149,           0.0095149,           0.0095149
                  51,             0.03782,             0.01539,            0.057788,             0.52269,             0.55133,             0.56404,             0.37123,            0.029328,           0.0069353,            0.034358,            0.009505,            0.009505,            0.009505
                  52,            0.038524,            0.015504,            0.053667,             0.56667,             0.54615,              0.5937,             0.38471,            0.027756,           0.0069641,            0.032783,           0.0094951,           0.0094951,           0.0094951
                  53,            0.038853,            0.014756,             0.05948,             0.51873,             0.59699,             0.63115,              0.4093,            0.027076,             0.00683,             0.03143,           0.0094852,           0.0094852,           0.0094852
                  54,            0.039022,            0.015318,            0.057925,             0.57776,             0.60484,             0.65148,             0.42461,            0.025705,           0.0067079,            0.029545,           0.0094753,           0.0094753,           0.0094753
                  55,            0.037264,            0.015332,            0.050985,             0.60733,             0.66895,             0.71822,             0.48347,            0.025667,           0.0065502,            0.027839,           0.0094654,           0.0094654,           0.0094654
                  56,            0.038661,            0.014847,            0.052163,             0.60396,             0.65859,             0.70043,             0.47086,            0.028056,           0.0063949,            0.028354,           0.0094555,           0.0094555,           0.0094555
                  57,            0.039002,            0.014708,            0.050615,             0.64091,             0.61955,             0.68812,             0.44708,            0.028934,           0.0065277,            0.028409,           0.0094456,           0.0094456,           0.0094456
                  58,            0.039033,            0.014861,            0.052198,             0.61034,             0.66825,             0.72364,             0.47648,            0.026565,            0.006502,            0.026547,           0.0094357,           0.0094357,           0.0094357
                  59,            0.038172,            0.015179,            0.049517,             0.55767,             0.65053,             0.68212,             0.45376,            0.025433,            0.006597,            0.028612,           0.0094258,           0.0094258,           0.0094258
                  60,            0.039179,            0.014536,            0.051774,             0.63265,             0.64895,             0.71933,             0.48596,            0.025379,            0.006305,             0.02702,           0.0094159,           0.0094159,           0.0094159
                  61,            0.038837,            0.015372,            0.049945,             0.54903,             0.54804,              0.5917,             0.38069,            0.027104,           0.0073184,            0.030744,            0.009406,            0.009406,            0.009406
                  62,            0.039889,            0.015371,            0.048957,             0.63162,             0.61672,              0.6845,             0.44175,            0.027177,           0.0067951,            0.027122,           0.0093961,           0.0093961,           0.0093961
                  63,            0.038953,            0.015046,            0.050224,             0.64122,             0.69992,              0.7677,             0.53009,            0.025426,           0.0062718,             0.02387,           0.0093862,           0.0093862,           0.0093862
                  64,            0.039409,            0.014852,             0.04838,             0.59416,              0.5921,             0.64995,             0.42455,            0.026735,           0.0068571,            0.026878,           0.0093763,           0.0093763,           0.0093763
                  65,            0.038373,            0.014703,            0.045049,             0.68291,             0.69884,             0.78071,             0.51776,            0.027019,           0.0061994,            0.023558,           0.0093664,           0.0093664,           0.0093664
                  66,            0.039214,            0.014783,            0.046769,             0.70758,             0.75109,             0.80448,              0.5462,             0.02763,           0.0062818,            0.021889,           0.0093565,           0.0093565,           0.0093565
                  67,            0.040003,            0.014913,            0.046055,             0.65138,             0.64877,             0.73213,             0.49788,            0.024628,           0.0065164,            0.024022,           0.0093466,           0.0093466,           0.0093466
                  68,            0.037708,            0.014723,            0.047413,             0.71445,             0.74815,             0.80655,             0.56336,            0.024504,           0.0062071,            0.021853,           0.0093367,           0.0093367,           0.0093367
                  69,            0.037096,             0.01522,            0.044387,             0.66904,             0.69482,             0.75842,             0.50559,            0.024901,           0.0066232,            0.023843,           0.0093268,           0.0093268,           0.0093268
                  70,            0.038524,            0.015702,            0.045117,             0.69257,             0.72446,             0.79005,             0.50765,            0.024666,           0.0063752,            0.021221,           0.0093169,           0.0093169,           0.0093169
                  71,            0.038991,            0.014766,            0.042357,             0.62619,             0.70405,             0.74264,             0.49729,            0.025802,           0.0065311,            0.022749,            0.009307,            0.009307,            0.009307
                  72,            0.037865,            0.015205,            0.043454,              0.7063,             0.76404,             0.84242,             0.57988,            0.026268,           0.0062386,            0.018706,           0.0092971,           0.0092971,           0.0092971
                  73,            0.037831,             0.01461,            0.040293,             0.73554,             0.76379,             0.83973,             0.56741,            0.025921,           0.0060999,            0.018765,           0.0092872,           0.0092872,           0.0092872
                  74,            0.037387,            0.014607,            0.041824,             0.69064,             0.71934,             0.79282,             0.53218,             0.02578,           0.0064484,            0.020099,           0.0092773,           0.0092773,           0.0092773
                  75,            0.036544,            0.013903,            0.042573,             0.73099,             0.76354,             0.83416,             0.57565,            0.027134,           0.0060923,            0.017888,           0.0092674,           0.0092674,           0.0092674
                  76,            0.039147,            0.014476,            0.042002,              0.7689,             0.77142,             0.84746,             0.56717,            0.025931,           0.0061611,            0.017363,           0.0092575,           0.0092575,           0.0092575
                  77,            0.039278,            0.015156,             0.04081,             0.76401,             0.77123,             0.86136,             0.58684,            0.028542,           0.0063253,            0.017494,           0.0092476,           0.0092476,           0.0092476
                  78,            0.038096,            0.014559,            0.040725,             0.78434,             0.75047,               0.842,             0.58875,            0.025455,           0.0063636,            0.017786,           0.0092377,           0.0092377,           0.0092377
                  79,            0.038813,            0.014441,             0.04069,             0.78246,             0.76606,             0.85245,             0.59409,            0.028197,           0.0060741,            0.017338,           0.0092278,           0.0092278,           0.0092278
                  80,            0.038475,            0.014127,            0.038119,             0.81087,             0.81402,             0.88649,             0.60175,            0.025636,           0.0059283,            0.015736,           0.0092179,           0.0092179,           0.0092179
                  81,            0.038403,            0.014362,            0.038954,             0.78112,             0.81672,             0.88163,             0.63612,            0.025708,           0.0059709,            0.015636,            0.009208,            0.009208,            0.009208
                  82,            0.039023,             0.01451,            0.042306,             0.79784,             0.79628,             0.87972,              0.6088,            0.027357,           0.0060954,            0.015908,           0.0091981,           0.0091981,           0.0091981
                  83,            0.039417,            0.014671,            0.038249,             0.78175,             0.78955,              0.8717,              0.5948,            0.024596,           0.0062072,            0.016401,           0.0091882,           0.0091882,           0.0091882
                  84,             0.03842,            0.014364,            0.040215,             0.79111,             0.82771,             0.89968,             0.62166,            0.025516,           0.0060473,            0.016189,           0.0091783,           0.0091783,           0.0091783
                  85,            0.038435,            0.014602,            0.037113,             0.79126,             0.87314,              0.9136,             0.64074,             0.02599,           0.0060388,            0.013953,           0.0091684,           0.0091684,           0.0091684
                  86,            0.039122,            0.014649,            0.039289,              0.8378,             0.81897,             0.91829,             0.65499,            0.025432,           0.0058534,            0.014256,           0.0091585,           0.0091585,           0.0091585
                  87,            0.037239,            0.013835,            0.037988,             0.79907,              0.8358,             0.90909,             0.66152,             0.02575,           0.0057024,            0.015132,           0.0091486,           0.0091486,           0.0091486
                  88,            0.040013,            0.014096,            0.036059,             0.82734,             0.83185,             0.90387,             0.63011,            0.025638,           0.0059715,            0.014593,           0.0091387,           0.0091387,           0.0091387
                  89,            0.038225,            0.013839,             0.03696,             0.81993,             0.85915,             0.91673,              0.6488,            0.024866,           0.0057718,            0.013359,           0.0091288,           0.0091288,           0.0091288
                  90,            0.038102,            0.014304,            0.036195,             0.80384,             0.85506,             0.91322,             0.65514,            0.023635,           0.0056882,            0.013109,           0.0091189,           0.0091189,           0.0091189
                  91,            0.036645,            0.014396,            0.035874,             0.82086,             0.86187,             0.92298,             0.65329,            0.022744,           0.0057057,            0.012939,            0.009109,            0.009109,            0.009109
                  92,            0.038356,            0.014184,            0.035859,             0.81595,             0.85047,               0.911,             0.63484,            0.024998,           0.0058133,            0.012548,           0.0090991,           0.0090991,           0.0090991
                  93,             0.03799,            0.013959,            0.033193,             0.81502,             0.83361,             0.90734,              0.6386,            0.024249,           0.0059391,            0.012577,           0.0090892,           0.0090892,           0.0090892
                  94,            0.037453,            0.013976,             0.03371,             0.83455,             0.86053,             0.92498,             0.66668,             0.02374,            0.005721,            0.012851,           0.0090793,           0.0090793,           0.0090793
                  95,            0.037301,            0.014489,            0.032737,             0.82527,             0.85581,             0.91985,             0.65128,            0.025653,           0.0060103,            0.012822,           0.0090694,           0.0090694,           0.0090694
                  96,            0.038682,            0.014545,             0.03557,             0.84417,             0.80935,             0.89511,             0.62961,            0.026854,           0.0061888,            0.013887,           0.0090595,           0.0090595,           0.0090595
                  97,            0.037724,            0.013522,            0.034729,             0.81788,              0.8247,             0.91238,             0.63214,            0.025383,           0.0059473,            0.012765,           0.0090496,           0.0090496,           0.0090496
                  98,            0.039691,            0.014451,            0.033852,             0.84111,             0.85072,             0.92351,             0.65949,            0.024511,           0.0059562,            0.011767,           0.0090397,           0.0090397,           0.0090397
                  99,            0.037364,            0.013819,            0.032037,             0.85872,              0.8728,             0.93586,             0.67445,            0.023303,           0.0057813,            0.011052,           0.0090298,           0.0090298,           0.0090298
                 100,            0.036758,            0.014685,            0.032674,             0.87867,             0.86156,             0.93694,             0.65451,            0.024008,           0.0056643,            0.010674,           0.0090199,           0.0090199,           0.0090199
                 101,            0.037827,            0.014172,            0.029716,             0.87491,             0.84537,             0.93088,             0.66396,            0.024451,           0.0059474,            0.011906,             0.00901,             0.00901,             0.00901
                 102,            0.037854,            0.014132,            0.033767,             0.83218,             0.83285,             0.91594,             0.66057,            0.023201,           0.0058298,            0.014302,           0.0090001,           0.0090001,           0.0090001
                 103,            0.037181,            0.014265,            0.034486,             0.80178,             0.80371,              0.8784,             0.60013,            0.026134,           0.0064785,            0.014134,           0.0089902,           0.0089902,           0.0089902
                 104,            0.036796,            0.014011,             0.03416,             0.82572,             0.79896,             0.89484,              0.6181,            0.023556,           0.0064219,            0.013592,           0.0089803,           0.0089803,           0.0089803
                 105,            0.034757,              0.0143,            0.031594,             0.83902,             0.88276,             0.93411,             0.67117,            0.023318,           0.0059516,            0.010515,           0.0089704,           0.0089704,           0.0089704
                 106,             0.03671,            0.013935,            0.030245,             0.87765,             0.89347,             0.95285,             0.68924,            0.025739,           0.0058825,           0.0091556,           0.0089605,           0.0089605,           0.0089605
                 107,            0.040138,            0.014312,            0.032206,              0.7995,             0.79599,             0.87332,             0.61111,            0.024588,           0.0063063,            0.014455,           0.0089506,           0.0089506,           0.0089506
                 108,            0.037489,            0.014441,            0.033096,             0.83134,             0.84166,             0.90518,             0.64322,            0.024016,           0.0064088,            0.011518,           0.0089407,           0.0089407,           0.0089407
                 109,            0.036737,            0.014178,            0.031695,             0.84757,             0.80005,             0.89558,              0.6296,            0.022511,           0.0062169,            0.012029,           0.0089308,           0.0089308,           0.0089308
                 110,             0.03622,             0.01401,            0.031426,              0.8568,             0.85765,             0.92495,             0.67258,            0.023341,            0.005885,            0.010314,           0.0089209,           0.0089209,           0.0089209
                 111,            0.037005,            0.013997,            0.032949,             0.88042,              0.8857,             0.94961,             0.68786,            0.025311,           0.0058016,           0.0090641,            0.008911,            0.008911,            0.008911
                 112,            0.037161,            0.014023,            0.030411,               0.903,             0.92279,             0.96945,             0.71839,            0.023656,           0.0056562,           0.0080469,           0.0089011,           0.0089011,           0.0089011
                 113,            0.036654,            0.013571,            0.031039,             0.84891,             0.85812,             0.91491,             0.66984,            0.023705,            0.005892,            0.011129,           0.0088912,           0.0088912,           0.0088912
                 114,            0.038256,             0.01376,            0.033406,             0.87328,             0.86408,             0.93085,             0.66132,            0.025369,           0.0061933,           0.0099524,           0.0088813,           0.0088813,           0.0088813
                 115,            0.038208,            0.014015,            0.031001,             0.87383,              0.8547,              0.9321,             0.67766,            0.022402,           0.0058486,            0.010208,           0.0088714,           0.0088714,           0.0088714
                 116,            0.036203,            0.014262,            0.030159,             0.88784,             0.88491,             0.95592,             0.69983,            0.023525,           0.0057215,           0.0096239,           0.0088615,           0.0088615,           0.0088615
                 117,            0.036428,            0.013751,              0.0262,             0.87704,             0.89453,             0.95526,             0.68535,            0.023634,            0.005822,           0.0084941,           0.0088516,           0.0088516,           0.0088516
                 118,            0.037916,            0.013997,            0.027937,             0.88014,              0.9008,             0.95561,             0.69264,            0.022995,           0.0057431,           0.0095277,           0.0088417,           0.0088417,           0.0088417
                 119,            0.036017,            0.014304,            0.026367,             0.91409,             0.92289,             0.97127,              0.7327,            0.022256,           0.0055101,           0.0079404,           0.0088318,           0.0088318,           0.0088318
                 120,            0.035788,            0.013996,            0.028261,             0.89297,             0.90079,             0.96252,             0.72131,            0.023755,           0.0055915,           0.0082508,           0.0088219,           0.0088219,           0.0088219
                 121,            0.035994,            0.013883,              0.0299,             0.90018,             0.90012,             0.96599,             0.71258,            0.022852,           0.0056504,           0.0079409,            0.008812,            0.008812,            0.008812
                 122,            0.035729,            0.013312,            0.029322,             0.91752,             0.92904,             0.97586,             0.72648,            0.022436,           0.0054598,           0.0072634,           0.0088021,           0.0088021,           0.0088021
                 123,             0.03615,            0.014075,            0.027853,             0.91737,             0.95526,             0.97953,             0.74871,             0.02371,           0.0053314,           0.0063812,           0.0087922,           0.0087922,           0.0087922
                 124,            0.036712,            0.013882,            0.025432,              0.9313,             0.92599,             0.97544,             0.73277,            0.022853,           0.0053089,            0.006244,           0.0087823,           0.0087823,           0.0087823
                 125,            0.036427,            0.013377,             0.02715,             0.91451,             0.93036,             0.97764,             0.71915,            0.022412,            0.005315,           0.0066399,           0.0087724,           0.0087724,           0.0087724
                 126,            0.033896,            0.013817,            0.027839,             0.92153,             0.92758,             0.97667,               0.742,            0.020823,           0.0053283,           0.0067019,           0.0087625,           0.0087625,           0.0087625
                 127,            0.034838,            0.013781,            0.024482,             0.89367,             0.92375,             0.96589,             0.72425,            0.020801,           0.0055055,           0.0076187,           0.0087526,           0.0087526,           0.0087526
                 128,            0.036565,            0.013643,            0.025472,             0.89657,             0.87986,             0.95524,             0.70692,            0.023356,           0.0053925,           0.0077128,           0.0087427,           0.0087427,           0.0087427
                 129,            0.036112,            0.013378,            0.026818,             0.93349,             0.93506,             0.97936,              0.7394,            0.024032,           0.0053061,           0.0061405,           0.0087328,           0.0087328,           0.0087328
                 130,            0.038408,            0.013714,            0.024312,             0.90788,             0.93281,             0.96966,             0.73055,            0.022469,           0.0053866,           0.0063728,           0.0087229,           0.0087229,           0.0087229
                 131,            0.036506,            0.013073,             0.02339,             0.92691,             0.91566,             0.97289,             0.73412,            0.022461,            0.005347,           0.0067056,            0.008713,            0.008713,            0.008713
                 132,            0.036937,            0.013216,            0.025469,             0.92404,             0.95137,             0.98208,             0.73605,            0.021617,           0.0052605,           0.0057159,           0.0087031,           0.0087031,           0.0087031
                 133,            0.036008,            0.013742,            0.024992,             0.92252,             0.93552,             0.97672,              0.7354,            0.023842,           0.0052783,           0.0059229,           0.0086932,           0.0086932,           0.0086932
                 134,            0.037485,            0.013865,            0.026036,             0.93115,              0.9349,             0.97768,              0.7381,            0.021569,            0.005389,           0.0060028,           0.0086833,           0.0086833,           0.0086833
                 135,             0.03579,            0.013713,            0.026192,             0.92824,             0.94261,             0.98234,             0.76343,            0.021817,           0.0052386,           0.0058693,           0.0086734,           0.0086734,           0.0086734
                 136,            0.035726,            0.013762,            0.026607,             0.92181,             0.95256,             0.97796,             0.75207,            0.021842,            0.005155,           0.0058465,           0.0086635,           0.0086635,           0.0086635
                 137,            0.035938,            0.013697,            0.023275,             0.90999,             0.93503,             0.96996,             0.73584,            0.021339,           0.0054862,           0.0062791,           0.0086536,           0.0086536,           0.0086536
                 138,             0.03571,            0.013601,            0.023998,             0.91241,             0.91809,             0.97113,             0.71791,            0.021773,           0.0056272,           0.0064492,           0.0086437,           0.0086437,           0.0086437
                 139,            0.034812,            0.013803,            0.025499,             0.92417,             0.95233,             0.98007,             0.74607,            0.019896,           0.0052157,           0.0052642,           0.0086338,           0.0086338,           0.0086338
                 140,            0.035405,            0.013425,            0.023797,             0.92959,             0.94912,              0.9804,             0.76541,             0.02077,           0.0052422,           0.0053989,           0.0086239,           0.0086239,           0.0086239
                 141,            0.034559,            0.013295,            0.024089,             0.93297,             0.94157,             0.98308,             0.75167,            0.021033,           0.0053291,           0.0049258,            0.008614,            0.008614,            0.008614
                 142,            0.035534,             0.01339,            0.022929,             0.94032,             0.96704,             0.98762,             0.76214,            0.021987,           0.0051231,           0.0045983,           0.0086041,           0.0086041,           0.0086041
                 143,            0.036521,            0.013206,            0.024308,             0.92896,             0.95032,             0.98459,             0.75225,            0.022277,           0.0051681,           0.0051157,           0.0085942,           0.0085942,           0.0085942
                 144,             0.03507,            0.013382,            0.024183,             0.93309,             0.94366,             0.98023,             0.74132,             0.02107,           0.0054206,           0.0053459,           0.0085843,           0.0085843,           0.0085843
                 145,            0.033931,            0.013151,            0.023528,             0.93589,             0.94516,             0.97961,             0.75728,            0.019648,           0.0052362,           0.0047017,           0.0085744,           0.0085744,           0.0085744
                 146,             0.03602,            0.013362,            0.023402,             0.91339,             0.93246,             0.97416,             0.75257,            0.019782,            0.005289,           0.0055137,           0.0085645,           0.0085645,           0.0085645
                 147,            0.033672,            0.013127,            0.021254,             0.93298,             0.95221,             0.98294,             0.76544,             0.02008,           0.0051681,           0.0044019,           0.0085546,           0.0085546,           0.0085546
                 148,            0.034331,            0.013083,            0.023672,             0.94236,             0.95644,             0.98452,             0.78061,            0.021974,           0.0050053,           0.0044833,           0.0085447,           0.0085447,           0.0085447
                 149,            0.034598,            0.013642,            0.024849,             0.93081,             0.93403,             0.98222,             0.76097,            0.020199,           0.0051971,           0.0057327,           0.0085348,           0.0085348,           0.0085348
                 150,            0.035707,            0.013659,            0.024832,             0.93105,              0.9339,             0.98145,             0.75354,            0.021902,           0.0053861,           0.0053278,           0.0085249,           0.0085249,           0.0085249
                 151,             0.03539,            0.014005,            0.023221,             0.91291,              0.9375,             0.97437,             0.75736,            0.021405,            0.005253,           0.0056845,            0.008515,            0.008515,            0.008515
                 152,            0.035584,            0.013767,            0.023729,             0.92137,             0.96191,             0.98174,             0.76189,            0.020467,           0.0053069,           0.0048469,           0.0085051,           0.0085051,           0.0085051
